character,death_year,type,source,question,year,is_test
Jim Morrison,1971,real_person,none,What is the 6th year of the 37th president of the United States?,1974,False
Jim Morrison,1971,real_person,none,What is the 1st year of the 38th president of the United States?,1974,False
Jim Morrison,1971,real_person,none,What is the 2nd year of the 38th president of the United States?,1975,False
Jim Morrison,1971,real_person,none,What is the 3rd year of the 38th president of the United States?,1976,False
Jim Morrison,1971,real_person,none,What is the 4th year of the 38th president of the United States?,1977,False
Jim Morrison,1971,real_person,none,What is the 1st year of the 39th president of the United States?,1977,False
Jim Morrison,1971,real_person,none,What is the 2nd year of the 39th president of the United States?,1978,False
Jim Morrison,1971,real_person,none,What is the 3rd year of the 39th president of the United States?,1979,False
Jim Morrison,1971,real_person,none,What is the 4th year of the 39th president of the United States?,1980,False
Jim Morrison,1971,real_person,none,What is the 5th year of the 39th president of the United States?,1981,False
Jim Morrison,1971,real_person,none,What is the 1st year of the 40th president of the United States?,1981,False
Jim Morrison,1971,real_person,none,What is the 2nd year of the 40th president of the United States?,1982,False
Jim Morrison,1971,real_person,none,What is the 3rd year of the 40th president of the United States?,1983,False
Jim Morrison,1971,real_person,none,What is the 4th year of the 40th president of the United States?,1984,False
Jim Morrison,1971,real_person,none,What is the 5th year of the 40th president of the United States?,1985,False
Jim Morrison,1971,real_person,none,What is the 6th year of the 40th president of the United States?,1986,False
Jim Morrison,1971,real_person,none,What is the 7th year of the 40th president of the United States?,1987,False
Jim Morrison,1971,real_person,none,What is the 8th year of the 40th president of the United States?,1988,False
Jim Morrison,1971,real_person,none,What is the 9th year of the 40th president of the United States?,1989,False
Jim Morrison,1971,real_person,none,What is the 1st year of the 41th president of the United States?,1989,False
Jim Morrison,1971,real_person,none,What is the 2nd year of the 41th president of the United States?,1990,False
Jim Morrison,1971,real_person,none,What is the 3rd year of the 41th president of the United States?,1991,False
Jim Morrison,1971,real_person,none,What is the 4th year of the 41th president of the United States?,1992,False
Jim Morrison,1971,real_person,none,What is the 5th year of the 41th president of the United States?,1993,False
Jim Morrison,1971,real_person,none,What is the 1st year of the 42th president of the United States?,1993,False
Jim Morrison,1971,real_person,none,What is the 2nd year of the 42th president of the United States?,1994,False
Jim Morrison,1971,real_person,none,What is the 3rd year of the 42th president of the United States?,1995,False
Jim Morrison,1971,real_person,none,What is the 4th year of the 42th president of the United States?,1996,False
Jim Morrison,1971,real_person,none,What is the 5th year of the 42th president of the United States?,1997,False
Jim Morrison,1971,real_person,none,What is the 6th year of the 42th president of the United States?,1998,False
Jim Morrison,1971,real_person,none,What is the 7th year of the 42th president of the United States?,1999,False
Jim Morrison,1971,real_person,none,What is the 8th year of the 42th president of the United States?,2000,False
Jim Morrison,1971,real_person,none,What is the 9th year of the 42th president of the United States?,2001,False
Jim Morrison,1971,real_person,none,What is the 1st year of the 43th president of the United States?,2001,False
Jim Morrison,1971,real_person,none,What is the 2nd year of the 43th president of the United States?,2002,False
Jim Morrison,1971,real_person,none,What is the 3rd year of the 43th president of the United States?,2003,False
Jim Morrison,1971,real_person,none,What is the 4th year of the 43th president of the United States?,2004,False
Jim Morrison,1971,real_person,none,What is the 5th year of the 43th president of the United States?,2005,False
Jim Morrison,1971,real_person,none,What is the 6th year of the 43th president of the United States?,2006,False
Jim Morrison,1971,real_person,none,What is the 7th year of the 43th president of the United States?,2007,False
Jim Morrison,1971,real_person,none,What is the 8th year of the 43th president of the United States?,2008,False
Jim Morrison,1971,real_person,none,What is the 9th year of the 43th president of the United States?,2009,False
Jim Morrison,1971,real_person,none,What is the 1st year of the 44th president of the United States?,2009,False
Jim Morrison,1971,real_person,none,What is the 2nd year of the 44th president of the United States?,2010,False
Jim Morrison,1971,real_person,none,What is the 3rd year of the 44th president of the United States?,2011,False
Jim Morrison,1971,real_person,none,What is the 4th year of the 44th president of the United States?,2012,False
Jim Morrison,1971,real_person,none,What is the 5th year of the 44th president of the United States?,2013,False
Jim Morrison,1971,real_person,none,What is the 6th year of the 44th president of the United States?,2014,False
Jim Morrison,1971,real_person,none,What is the 7th year of the 44th president of the United States?,2015,False
Jim Morrison,1971,real_person,none,What is the 8th year of the 44th president of the United States?,2016,False
Jim Morrison,1971,real_person,none,What is the 9th year of the 44th president of the United States?,2017,False
Jim Morrison,1971,real_person,none,What is the 1st year of the 45th president of the United States?,2017,False
Jim Morrison,1971,real_person,none,What is the 2nd year of the 45th president of the United States?,2018,False
Jim Morrison,1971,real_person,none,What is the 3rd year of the 45th president of the United States?,2019,False
Jim Morrison,1971,real_person,none,What is the 4th year of the 45th president of the United States?,2020,False
Jim Morrison,1971,real_person,none,What is the 5th year of the 45th president of the United States?,2021,False
Joan Crawford,1977,real_person,none,What is the 1st year of the 1th president of the United States?,1789,False
Joan Crawford,1977,real_person,none,What is the 2nd year of the 1th president of the United States?,1790,False
Joan Crawford,1977,real_person,none,What is the 3rd year of the 1th president of the United States?,1791,False
Joan Crawford,1977,real_person,none,What is the 4th year of the 1th president of the United States?,1792,False
Joan Crawford,1977,real_person,none,What is the 5th year of the 1th president of the United States?,1793,False
Joan Crawford,1977,real_person,none,What is the 6th year of the 1th president of the United States?,1794,False
Joan Crawford,1977,real_person,none,What is the 7th year of the 1th president of the United States?,1795,False
Joan Crawford,1977,real_person,none,What is the 8th year of the 1th president of the United States?,1796,False
Joan Crawford,1977,real_person,none,What is the 9th year of the 1th president of the United States?,1797,False
Joan Crawford,1977,real_person,none,What is the 1st year of the 2th president of the United States?,1797,False
Joan Crawford,1977,real_person,none,What is the 2nd year of the 2th president of the United States?,1798,False
Joan Crawford,1977,real_person,none,What is the 3rd year of the 2th president of the United States?,1799,False
